,Magid,Patent,Paper Title,1. Assignee-Affiliation overlap,2. Patenting with different org name (if found),3. Author-inventor name overlap,4. Temporal overlap w/ application year,"5. (If no overlap with application year)
Temporal overlap w/ priority application year",6. Content overlap,"Patent-paper pair
(Confidence level 0 to 5)",Note,Incomplete paper title (1/0),No patent ID in Google (1/0),Document type (only if it is not an research article),"Coverage
(2- full, 1- partial, 0- not a PPP)"
481,1977743371,US-9474761,mg supplementation attenuates ritonavir induced hyperlipidemia oxidative stress and cardiac dysfunction in rats,1,,4,1,,1,2,"1) All the information matched.
2) The paper was about mg supplementation while the patent were about neurokinin receptor med. No link strong enough to form a partial ppp can be found.",0,0,,0
482,1977842126,US-8587786,real time detection of single immobilized nanoparticles by surface plasmon resonance imaging,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about optical real-time detection of individual nanoparticles.
3) Similar titles and abstracts.",0,0,,2
483,1977995457,US-8106029,regadenoson a novel pharmacologic stress agent for use in myocardial perfusion imaging does not have a direct effect on the qt interval in conscious dogs,1,,1,1,,2,4,"1) All the information matched.
2) Both the paper and the patent were about A2A medicine for myocardial imaging.",0,0,,2
484,1978000913,US-7550581,efficient c2 α hydroxylation of deoxyribose in protein induced z form dna,1,,1,1,,1,2,"1) All the information matched.
2) Both the paper and the patent were about zDNAs, but about different directions were presented. The paper and the patent were about chemicals of different formulas. No enough link is found.",0,0,,0
485,1978375265,US-9511108,lilium lancifolium thunb extract attenuates pulmonary inflammation and air space enlargement in a cigarette smoke exposed mouse model,1,,3,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about pulmonary diseases, they were about different extracts. No clear link could be found.",0,0,,0
486,1978562700,US-9546102,clarification of olive mill and winery wastewater by means of clay polymer nanocomposites,1,,2,1,,1,3,"1) All the information matched.
2) The paper was about using clay to treat wasterwater and the patent was about using such to treat wastewater and recreational water. Therefore, it is deemed as partial ppp.",0,0,,1
487,1979088379,US-8039131,origin of morphotropic phase boundaries in ferroelectrics,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about applying chemical pressure to make a new class of pure piezoelectric materials.
3) Similar titles.",0,0,,2
488,1979349115,US-5604856,motion compensated compression of computer animation frames,0,1,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about motion compensated noise reduction method for computer generated picture.
3) Similar titles and abstracts.
4) The affliation is where he served as an adjunct professor while the assignee is where he works.",0,0,,2
489,1979927933,US-9988606,efficient derivation of purified lung and thyroid progenitors from embryonic stem cells,0,1,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about embryonic stem cells, they were about different derivations of the cells. No clear link could be found.",0,0,,0
490,1980215804,US-9388387,a simple tool to improve pluripotent stem cell differentiation,1,,2,1,,2,3,"1) All the information matched.
2) The paper was about how to overcome the restrictions on stem cell culturing, which is the first step of the patent. Therefore, it is deemed as a partial ppp.",0,0,,1
491,1980494624,US-9745278,the role of constitutively active signal transducer and activator of transcription 3 in ovarian tumorigenesis and prognosis,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
492,1980557360,US-9081733,adamson s fringe horatio george adamson and kligman s experiments and observations on tinea capitis,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
493,1980620113,US-7250389,uk 3a a novel antifungal antibiotic from streptomyces sp 517 02 fermentation isolation structural elucidation and biological properties,1,,1,1,,1,2,"1) All the information matched.
2) Although both the paper and the patent were about antifungal compound, the paper was about UK-2A while the patent was about UK-3A. No clear link could be found.",0,0,,0
494,1980643976,US-7889651,a multicommodity flow model for distributed stream processing,1,,3,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about a flow model for distributed stream networks.
3) Similar titles and abstracts.",0,0,,2
495,1980703300,CN-103560932-A,research of conformance testing of low rate wireless sensor networks based on remote test method,1,,3,1,,3,5,"1) All th einformation matched.
2) Both the paper and the patent were about conformance testing system for wireless sensor networks.
3) Similar titles and abstracts.",0,0,,2
496,1980933212,US-5327448,native oxide defined coupled stripe alxga1 xas gaas quantum well heterostructure lasers,1,,1,1,,1,2,"1) All the information matched.
2) The paper was testing the statistics of a device, which is used in the patent. Therefore, it is not deemed as a partial ppp.",0,0,,0
497,1980982040,US-6143268,high capacity carbons prepared from phenolic resin for anodes of lithium ion batteries,0,1,1,1,,2,3,"1) All the information matched.
2) The paper is about of one example of the way to make high-capicity carbon as mentioned in the patent.
4) The assignee is where he worked as a consultant.",0,0,,1
498,1981011668,US-5863609,magnetic anisotropy caused by the directivity of ni grown in amorphous ni p alloy due to abrasion,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about making harddrives on Ni-P.
3) Similar titles and abstracts.",0,0,,2
499,1981045305,US-8759032,leucine improves the component of isovalerylspiramycins for the production of bitespiramycin,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
500,1981130644,US-9029208,in situ co sic n h capping layers for cu low k interconnects,1,,1,1,,1,2,"1) All the information matched.
2) Although both the paper and the patent talked about cappings, the paper was about only a specific substrate type of the patent. The is too weak to be deemed as partial.",0,0,,0
501,1981403034,US-9243017,rapid crystallization of l arginine acetate on engineered surfaces using metal assisted and microwave accelerated evaporative crystallization,1,,2,1,,2,1,"1) All the information matched.
2) The paper was only where they applied the tech to one example.
3) Possile ppp:M. A. Pinard and K. Aslan, Cryst. Growth Des., 2010, 10, 4706–4709.
A. M. Alabanza, E. Pozharski and K. Aslan, Cryst. Growth Des., 2012, 12, 346–353.",0,0,,0
502,1981466203,US-10725043,a novel three dimensional adipose derived stem cell cluster for vascular regeneration in ischemic tissue,0,0,1,1,,1,2,"1) All the information matched. 
2) Although both the paper and the patent were about stem cells, the paper was about fat cells while the patent was about artery cells. No link strong enough can be found to form a partial ppp.",0,0,,0
503,1981895261,US-7569383,viremia and immunogenicity in nonhuman primates of a tetravalent yellow fever dengue chimeric vaccine genetic reconstructions dose adjustment and antibody responses against wild type dengue virus isolates,1,,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent talked about chimeric flavivirus vectors, the paper was more about mutation units. No link strong enough could be found.",0,0,,0
504,1981969726,US-8402819,sub 100 nm ir spectromicroscopy of living cells,1,,1,1,,1,1,"1) All the information matched.
2) The patent was about measurement of IR absorption, and the paper used this device to measure such in a cell. Therefore, it is not deemed as a partial ppp.",0,0,,0
505,1982195842,CN-102798656-A,enantioselective hydrolysis of diethyl 3 hydroxyglutarate to ethyl s 3 hydroxyglutarate by immobilized candida antarctica lipase b,1,,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about the same compound, there used totally different methods. No clear link could be found.",0,0,,0
506,1982770245,US-9969794,networks link antigenic and receptor binding sites of influenza hemagglutinin mechanistic insight into fitter strain propagation,0,0,1,1,,2,3,"1) All the information matched.
2) The paper was about HA SIN, which influences HA binding activity. The patent was about HA binding agents. Thereforem this is deemed as a partial PPP.",0,0,,1
507,1982968273,US-9602839,short distance intra coding scheme for hevc,1,,1,1,,2,4,"1) All the information mtched.
2) The assigneee is the parent company of the affiliation.
3) Both the paper and the patent were about intra smooth filter and coding.",0,0,,2
508,1983231611,US-10079356,depleted hole conductor free lead halide iodide heterojunction solar cells,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about perovskite solar cells.
3) Similar titles and abstracts.",0,0,,2
509,1983464982,US-5309393,a diagonal active area stacked capacitor dram cell with storage capacitor on bit line,1,,1,1,,1,1,"1) All the information matched.
2) The paper was about a stacked-capacitor while the patent was about a semiconductor memory device. No strong link could be found.",0,0,,0
510,1983634352,CN-102417527-A,synthesis crystal structure and hydrolysis of a novel anhydrogalactosucrose 2 methoxyl o 1 4 3 6 dianhydro β d fructofuranosyl 3 6 anhydro 4 chloro 4 deoxy α d galactopyranoside,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
511,1983936280,US-8813107,generating summaries and visualization for large collections of geo referenced photographs,1,,1,1,,1,1,"1) All the information matched.
2) The paper was about how to generate summaries and collections of geophotograph while the patent was about how to convey media to tune an environment. No clear link could be found.",0,0,,0
512,1983962289,US-6117985,purification of hematopoietic stem cells for further biological study,1,,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about blood stem cells, the paper was about immunomagenetic negative column selection technique while the patent was about how to make antibody compositions. No clear link could be found.",0,0,,0
513,1984107012,CN-103540595-B,isolation and functional characterization of a novel rice constitutive promoter,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about rice constitutive promoters.
3) Similar titles and abstracts.",0,0,,2
514,1984185945,US-10544464,progress in molecular based management of differentiated thyroid cancer,1,,2,1,,1,1,"1) All the information matched.
2) The paper was an review of recent treatment progress while the patent was about cancer mutation promoter of TERF. No clear link could be found.",0,0,,0
515,1984364997,CN-105246882-A,structure based discovery of bm 957 as a potent small molecule inhibitor of bcl 2 and bcl xl capable of achieving complete tumor regression,1,,3,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about inhibitors of BCL-2 and BCL-xL.
3) Similar titles.",0,0,,2
516,1984745516,US-6555835,an improved uv ozone oxidation system,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent waere about UV/Ozone oxidation system.
3) Similar titles/",0,0,,2
517,1984918015,CN-1522156-B,the spectral and thermodynamic properties of staphylococcal enterotoxin a e and variants suggest that structural modifications are important to control their function,1,,1,1,,2,3,"1) All the information matched.
2) Both the paper and the patent were about superantigens, and the paper was focused on how structural modifications matter. The patent used modifications, therefore it is deemed as a partial ppp.",0,0,,1
518,1984982432,US-7314631,a single nucleotide substitution in the transcription start signal of the m2 gene of respiratory syncytial virus vaccine candidatecpts248 404 is the major determinant of the temperature sensitive and attenuation phenotypes,1,,3,1,,2,3,"1) All the information matched.
2) The paper covered one of the mutation protein unit patented by the authors to make RSV vaccines. Therefore, it is deemed as a partial coverage.",0,0,,1
519,1985601910,US-5699461,magneto optical properties of bigdy 3fe5o12 for optical magnetic field sensors,1,,3,1,,1,2,"1) All the information matched.
2) The paper was about magneto-optical properties for optical magnet field sensors while the patent was about how to make optical fibers. No clear link could be found.",0,0,,0
520,1985771434,US-8420388,production of transgenic pigs harboring the human erythropoietin hepo gene using somatic cell nuclear transfer,0,0,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about transgenic pigs, the paper was about how to produce hEPO while the patent was about how to produce porcine beta casein. No clear link could be found.
3) Possible ppp source: KR94-12082",0,0,,0
521,1985930357,US-5141060,predicting the build drop tendency of rotary drilling assemblies,0,0,2,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about how to use bottomhole assemblies to eliminate the effect of tilting, while the paper was focused on the prediction of the direction. Therefore, it is deemed as a partial coverage.",0,0,,1
522,1985944726,US-7803800,class ii iia selective histone deacetylase inhibitors 1 synthesis and biological evaluation of novel aryloxopropenyl pyrrolyl hydroxyamides,0,0,3,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about histone deacetylases inhibitors.
3) Similar titles and abstracts.",0,0,,2
523,1986213168,WO-2013068551-A1,synthesis evaluation and structure activity relationships of triazine dimers as novel antiviral agents,1,,3,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about triazine dimers.
3) Similar titles and abstracts.",0,0,,2
524,1986327481,US-10056237,ion treatment by low pressure arc plasma immersion surface engineering processes,1,,1,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about iIon treatment by low pressure arc plasma.
3) Similar titles and abstracts.",0,0,,2
525,1986372059,US-4464762,etched mirror and groove coupled gainasp inp laser devices for integrated optics,1,,2,1,,1,1,"1) All the information matched.
2) The paper was about etched mirrors while the patent was about Bragg reflectors. No clear link could be found.",0,0,,0
526,1986663561,US-5088099,single quantum well laser with 11 2 degree transverse beam divergence,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
527,1986663561,US-5208183,single quantum well laser with 11 2 degree transverse beam divergence,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
528,1987360404,US-8607153,prospective validation of the intensive care unit admission mortality probability model mpm0 iii,1,,2,1,,2,3,"1) All the information matched.
2) The paper was about a statistical model that predicts ICU mortality. This is used in the comprehensive ICU performance evaluation system. Therefore, it is deemed as a partial PPP.",0,0,,1
529,1987376410,US-5394553,on access and alignment of data in a parallel processor,0,1,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about array processor with nonlinear skewing.
3) Similar titles and abstracts.
4) The assignee is a company that the author founded.",0,0,,2
530,1987465391,US-4056457,ultrastable system for rf sputtering with rf induced substrate bias,1,,2,1,,1,3,"1) All the information matched.
2) The paper discussed a process system which was used in the patent to make thin films. Therefore, it is deemed as a partial ppp.",0,0,,1
531,1987544690,US-5616729,chemical and enzymatic triggering of 1 2 dioxetanes 1 aryl esterase catalyzed chemiluminescence from a naphthyl acetate substituted dioxetane,1,,1,1,,1,2,"1) All the information matched.
2) The paper was about the chemica luminescence of 1,2-dioxetanes, while the patent was adding modifications to make this light brighter. These are two seperate tech issues. Therefore, it is not deemed as a partial ppp.",0,0,,0
532,1987772386,CN-104268842-A,a model of integrating virtual and real objects based on contour algorithm and gabor filter,1,,1,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about how to infuse reality and virtuality with Cantour algorithm and Gabor Filter.
3) Similar titles and abstracts.",0,0,,2
533,1988176721,US-9803001,llama derived single variable domains nanobodies directed against chemokine receptor cxcr7 reduce head and neck cancer cell growth in vivo,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about how CXCR7 receptor from llama can help slow down cnacer growth, while the patent was about RSV. No clear link could be found.",0,0,,0
534,1988304175,US-5654168,control of gene activity in higher eukaryotic cells by prokaryotic regulatory elements,0,0,4,1,,0,0,"1) No evidence can be found about the author ever being affiliated with the assignee.
2) Other information matched.
3) The paper was about prokaryotic regulatory elements while the patent was about tetracyclines. No clear link could be found.",0,0,,0
535,1988304412,US-10158344,0 8 2 2 ghz programmable active bandpass filters in inp si bicmos technology,1,,1,1,,2,4,"1) All the information matched.
2) Both the paper and the patent were about tunable bandpass filter.",0,0,,2
536,1988483898,US-6772004,noninvasive ecg imaging of electrophysiologically abnormal substrates in infarcted hearts a model study,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about noninvasive ESG imaging.
3) Similar titles.",0,0,,2
537,1989088035,US-8527219,first installation of five esps offshore romania a case study and lessons learned,1,,2,1,,1,1,"1) All the information matched.
2) The paper was a case study of a special system while the patent was a method for well flow rates produced with electrical submersible pumps, which is the system. No clear link could be found.",0,0,,0
538,1989165225,US-7715900,2p 0354 a high resolution multicontrast magnetic resonance imaging mri study for the evaluation of differences of the carotid atherosclerotic plaque between symtomatic chinese and american patients,,,,,,,,No enough information can be found about htis paper.,,,,
539,1989422723,US-9895431,viral vectors for malaria vaccine development,0,0,1,1,,1,0,"1) No evidence can be found about the author ever being affiliated with the assignee.
2) Other information matched.
3) The paper was a conference briefing of malaria vaccine while the patent was about malaria vaccine. No clear link could be found.",0,0,,0
540,1989435428,US-6010446,does brachytherapy have a role in the treatment of prostate cancer,0,0,2,1,,1,1,"1) All the information matched.
2) The patent was held individually.
3) The paper was an broad theoretical discussion about the prospects of brachytherapy in prostate cancer, while the patent was a spacer apparatus. No clear link could be found.",0,0,,0
541,1989645465,US-10420818,a nonhuman primate model of stable urinary sphincter deficiency,1,,2,1,,2,3,"1) All the information matched.
2) The paper was about a nonhuman incontinence model, while the patent used SDF-1 to treat incontinence in human beings.The patent used the insights from the paper to design this treatment, therefore it is deemed as a partial coverage.",0,0,,1
542,1989658253,US-10370245,c end rule peptides mediate neuropilin 1 dependent cell vascular and tissue penetration,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about CendR.
3) Similar titles and abstracts.",0,0,,2
543,1989686471,US-8855936,exploring challenges in rational enzyme design by simulating the catalysis in artificial kemp eliminase,1,,1,1,,1,2,"1) All the information matched.
2) Both the paper and the patent were about enzyme designs. However, the paper was about simulating kemp enzyme while the patent was about how to design rational stable enzymes. No link strong enough could be found.",0,0,,0
544,1989740132,US-5517084,rf driven multicusp ion source for pulsed or steady state ion beam production,1,,2,1,,2,3,"1) All the information matched.
2) The paper described one of the ways to generate ion sources patented by the assignee. Therefore, it is deemed as a partial ppp.",0,0,,1
545,1989794974,US-6485689,microliter sample introduction technique for microwave induced plasma mass spectrometry,1,,4,1,,2,5,"1) All the information matched.
2) Both the paper and the patent were about a sonic pray nebulizer.",0,0,,2
546,1989816454,US-6008132,notch profile defect in aluminum alloy etching using high density plasma,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about an ething method that could prevent notches from happenning.
3) Similar titles and abstracts.",0,0,,2
547,1989911639,US-10851622,the role of 3d rock chips and cutting area shapes in pdc bit design optimization,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about the 3D modelling of rock chips and drills.
3) Similar titles and abstracts.",0,0,,2
548,1989939814,US-10184116,expression purification and luminescence properties of coelenterazine utilizing luciferases from renilla oplophorus and gaussia comparison of substrate specificity for c2 modified coelenterazines,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about the catalytic proteins of Oplophorus luciferase.
3) Similar titles and abstracts.",0,0,,2
549,1990323563,US-6358920,regulated expression of cadherin 6 and cadherin 11 in the glandular epithelial and stromal cells of the human endometrium,0,1,1,1,,2,3,"1) All the infomration matched.
2) The assignee is a company that the author cofounded.
3) The paper discussed the regulatory mechanisms of cadherins, and the patent was about compounds that regulate cadherins. Therefore, this is deemed as a partial coverahe.",0,0,,1
550,1990404852,US-6096849,synthesis of new polyolefin elastomers poly ethylene ter propylene ter p methylstyrene and poly ethylene ter 1 octene ter p methylstyrene using metallocene catalysts with constrained ligand geometry,1,,1,1,,1,2,"1) All the information matched.
2) Altough both the paper and the patent were about copolymers, the paper and the patent were talking about compounds of different chemical formulas. No clear link could be found.",0,0,,0
551,1990429008,US-5522893,facial skeletal augmentation using hydroxyapatite cement,1,,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent concernd hydroxyapatite, the paper was about how that auguments facial bones while the patent was about how to make such hydroxyapatite cement.",0,0,,0
552,1990493240,US-8914246,merged phototransistor pixel with enhanced near infrared response and flicker noise reduction for biomolecular imaging,0,1,1,1,,0,0,"1) The assignee is a company that the author worked for.
2) Other information matched.
3) The paper was about noise reduction while the patent was about aging compensation. No clear link could be found.",0,0,,0
553,1990495056,US-6869596,chemical oxidation and dna damage catalysed by inorganic sunscreen ingredients,1,,1,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were about sunscreens, the paper was about how TiO2 can be related to DNA damage while the patent was about a sunscreen composition. No strong link could be found.",0,0,,0
554,1990538398,US-9284355,herpes simplex virus type 1 glycoprotein e mediates retrograde spread from epithelial cells to neurites,1,,1,1,,2,3,"1) All the information matched.
2) Both the paper and the patent were about herpes simple virus. The paper was about gE protein in HSV, and the patent was about three protein combined vaccine. Therefore, it is deemed as a partial coverage.",0,0,,1
555,1990601349,US-7425431,accurate multiplex polony sequencing of an evolved bacterial genome,1,,3,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about polony sequencing method.
3) Similar titles and abstracts.",0,0,,2
556,1990917908,US-5283942,thin film head with staggered pole tips,1,,1,1,,1,1,"1) All the information matched.
2) The paper was about how to make thin films with pole tips, while the patent was about how to make pole tips. No strong link could be found.",0,0,,0
557,1990947293,US-9690984,realtime and robust hand tracking from depth,1,,1,1,,1,2,"1) All th einformation matched.
2) Although both the paper and the patent were about infrared depth sensing, the patent was about the general method while the paper was an example of this tech's application. NO link strong enough could be found.",0,0,,0
558,1991098717,US-4940632,polyester polyols in rigid polyurethane and polyisocyanurate foams for structural building panels,1,,1,1,,1,3,"1) All the information matched.
2) The paper was about how polyester polyols can help form better PUR and PIR, and the patent was about how to make PUR. Therefore, it is deemed as a partial PPP.",0,0,,1
559,1991174877,US-8957376,light emitting diodes operating at 2 mu rm m with 10 mw optical power,0,0,1,1,,1,3,"1) All the information matched.
2) The paper was about an LED device, and the patent was about a gas detection device that has this LED inside. Therefore, it is deemed as a partial PPP.",0,0,,1
560,1991644652,EP-1384710-A1,somatostatin analog rc 160 inhibits growth of cfpac 1 human pancreatic cancer cells in vitro and intracellular production of cyclic adenosine monophosphate,1,,3,1,,1,1,"1) All the information matched.
2) The paper was about how how RC-160 inhibits pancrea caner while the patent was about other chemical compounds' anti-tumor effects. No clear link could be found.",0,0,,0
561,1991969730,US-9696635,generation of arbitrary freeform source shapes using advanced illumination systems in high na immersion scanners,1,,1,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about light etching. More specifically, the paper was about how to generate light source while the patent was about how to do light etching. Therefore, it is deemed as a partial coverage.",0,0,,1
562,1992957801,US-7653238,attention based image similarity measure with application to content based information retrieval,0,0,2,1,,1,1,"1) All the information matched.
2) The paper was about attention-based similarity comparisons while the patent was about pxel based comparisons for photo filters. No clear link could be found.",0,0,,0
563,1993096846,US-6969426,new iodide method for growth of gan,1,,3,1,,0,0,"1) All the information matched.
2) The paper was about how to grow iodide while the patent was about how to grow nitride. No clear link could be found",0,0,,0
564,1993175520,US-10395372,a new steiner patch based file format for additive manufacturing processes,1,,1,1,,1,3,"1) All the information matched.
2) The paper was about the format based on steiner patch for additive manufacturing, while the patent was about the whole whole system for pre and post processing for additive manufacturing. Therefore, it is deemed as a partial coverage.",0,0,,1
565,1993219043,US-9906786,rna polyadenylation sites on the genomes of microorganisms animals and plants,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
566,1993271675,US-6756592,assimilation of carbon monoxide measured from satellite in a three dimensional chemistry transport model,1,,1,1,,1,3,"1) All the information matched.
2) The paper was about 3D spectrum analysis for gas monitoring while the patent has both 3D and 2D. Therefore, it is deemed as a partial coverage.",0,0,,1
567,1993306998,US-7271196,effect of jtt 705 on cholesteryl ester transfer protein and plasma lipid levels in normolipidemic animals,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
568,1993337727,US-9920242,efficient and stable red organic light emitting devices from a tetradentate cyclometalated platinum complex,1,,2,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about metal-assisted OLEDs, and the paper disclosed one f the metalic compounds that is mentioned in the patent. Therefore, it is deemed as a partial coverage.",0,0,,1
569,1993384016,US-6951215,programme of lung function testing horses suspected with small airway disease,1,,2,1,,0,0,"1) All the information matched.
2) The paper was about how to test lung function inhorses while the patent was about a drug delivery device. No clear link could be found.",0,0,,0
570,1993455593,US-4819197,real time numerical peak detector,1,,2,1,,2,4,"1) All the information matched.
2) Both the paper and the patent were about a real time peak detecter. Although the patent also includes a imaging part, that is only peripheral. Therefore, it is deemed as a ppp.",0,0,,2
571,1993560324,US-4376755,characterization of defects in nickel doped mgo crystals,1,,6,1,,1,3,"1) All the information matched.
2) Both the paper and the patent talked about nickel doped MgO defects, and the patent was about the whole process of making crystalline MgO. Therefore, it is deemed as a partial coverage.",0,0,,1
572,1993679911,US-5164296,purification of an endogenous digitalislike factor from human plasma for structural analysis,1,,3,1,,2,3,"1) All the information matched.
2) Both the paper and the patent were about ouabain. The paper was an structural analysis of ouabain so that they can monitor it properties more closely, while the patent used this knowledge to do a hypertension diagnosis method. Therefore, it is deemed as a partial coverage.",0,0,,1
573,1993908469,US-7417178,analysis of the rice endosperm specific globulin promoter in transformed rice cells,0,1,1,1,,1,1,"1) All the information matched.
2) Both the paper and the patent were about  transgenic plants. However, the paper was about the expression of human enzymes in transgenic rice while the patent was about human milk protein. No clear link could be found.",0,0,,0
574,1994336170,US-9913823,syringaresinol causes vasorelaxation by elevating nitric oxide production through the phosphorylation and dimerization of endothelial nitric oxide synthase,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
575,1994493488,US-8185206,dual pulse intestinal electrical stimulation normalizes intestinal dysrhythmia and improves symptoms induced by vasopressin in fed state in dogs,0,0,1,1,,1,1,"1) All the information matched.
2) Both the paper and the patent were about electrical stimulaions. However, the paper was about hot it could treat vomitting while the patent was about obesity control. No clear link could be found.",0,0,,0
576,1994803272,US-9376690,design of gd do3a n polydiamidopropanoyl peptide nucleic acid d cys ser lys cys magnetic resonance contrast agents,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
577,1995939358,US-10351834,oxidoreductive cellulose depolymerization by the enzymes cellobiose dehydrogenase and glycoside hydrolase 61,1,,1,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about GH 61, and the paper discussed one function of GH61 this is patented by the assignee. Therefore, it is deemed as a partial ppp.",0,0,,1
578,1996042697,EP-2359264-A2,mining named entity transliteration equivalents from comparable corpora,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about named entity transliteration using comparable CORPRA.
3) Similar titles and abstracts.",0,0,,2
579,1996364132,US-10191747,evx vector execution on low power edge cores,1,,2,1,,2,4,"1) All the information matched.
2) The paper was mainly about an EVX, which is a dual core EDGE. This is similar to the device in the patent.",0,0,,2
580,1996417927,US-6803232,molecular cloning and characterisation of gpr74 a novel g protein coupled receptor closest related to the y receptor family,1,,2,1,,1,1,"1) All the information matched.
2) Although both the paper and the patent were in genomics, the paper was about GPR74 molecular while tha patent was about NPY-Y7 receptor genes. No clear link could be found.",0,0,,0
581,1996535435,US-6687658,tools and methodology for rf ic design,1,,2,1,,0,0,"1) All the information matched.
2) The paper was about integrated circuit design while the patent was about reduced-order modelling of time-varying systems. ",0,0,,0
582,1996559351,CN-102580720-A,preparation and characterization of graphene oxide zno nanocomposites,0,1,1,1,,3,5,"1) All the information matched.
2) The assignee is where the author worked as an adjunct professor.
3) Both the paper and the patent were about the optical catalystic effects of ZnO and Graphene oxide.
4) Similar titles and abstracts.",0,0,,2
583,1996793152,US-7745139,peptide design by artificial neural networks and computer based evolutionary search,1,,1,1,,1,1,"1) All the nformation matched.
2) Although both the paper and the patent were about peptides, the paper was about how to design peptides while the patent were about the At1 receptor peptide. The latter was not designed, so no clear link could be found.",0,0,,0
584,1996845514,US-8314503,harvesting human kinematical energy based on liquid metal magnetohydrodynamics,0,0,1,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about human kinetic energy harvesting. The paper designed a device call LMMG and the patent used this to build a bioenergy generator called MHD. Therefore, it is deemed as a partial ppp.",0,0,,1
585,1996861997,US-8628988,ultra high power low rin and narrow linewidth lasers for c band dwdm 100km fiber optic link,1,,1,1,,0,0,"1) All the information matched.
2) The paper was about lasers while the patent was about conformal metallization process of building lasers. Therefore, it is not deemed as a ppp.",0,0,,0
586,1997274119,US-8189834,schallanalyse neuronale reprasentation des horvorgangs als basis,,,,,,,,This paper is in German. Sorry I cannot read it.,,,,
587,1997436781,US-5652445,the all metal spin transistor,0,0,2,1,,1,2,"1) This patent was owned by the author himself.
2) Other information matched.
3) The paper was about an all metal tube that could be used in the patent. But this tube was already patented as a whole in another patent, so it is not deemed as a partial ppp.
4) Possinle ppp: US-5432373",0,0,,0
588,1997493789,US-5494108,openhole cavity completions in coalbed methane wells in the san juan basin,1,,1,1,,1,1,"1) All the information matched.
2) Altough both the paper and the patent were about a coal seam tech for methane recovery, the paper was merely a case study of it. This tech was developed elsewhere. Therefore, it is not deemed as a ppp.",0,0,,0
589,1997761121,US-5376623,superconductivity at 124 k in tl pb sr2ca2cu3o9,1,,1,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about how the critical temperature of certain superconducting alloy could increase under annealation.
3) Similar titles and abstracts.",0,0,,2
590,1997794987,CN-102218055-A,protective effect of hopeahainol a a novel acetylcholinesterase inhibitor on hydrogen peroxide induced injury in pc12 cells,0,0,3,1,,3,5,"1) The patent was assigned to the affiliation of another inventor.
2) Both the paper and the patent talked about a medication called hopeahainol A that could be used to treat Alzheimer's disease.
3) Similar titles and abstracts.",0,0,,2
